,id,sex,sizeCurrent,sizeGroup,ageGroup,ageString,breedString,colorDetails,vocalLevel,sheddingLevel,energyLevel,exerciseNeeds,isSpecialNeeds,isCurrentVaccinations,isDeclawed,isHousetrained,isKidsOk,adultSexesOk,obedienceTraining,ownerExperience,newPeopleReaction,pictureCount,videoCount,adoptedDate,availableDate,length_of_stay
33569,10642802,Female,,,,9 Years 2 Months,Domestic Medium Hair / Dilute Tortoiseshell,Dilute Torti,,Moderate,,,False,,False,,,,,,Friendly,2,0,2016-10-08 00:00:00+00:00,2016-10-05 00:00:00+00:00,3.0
33570,10642936,Male,5.0,Medium,Baby,6 Years 6 Months,Domestic Short Hair / Mixed (short coat),,,,,,False,True,False,True,True,,,,,2,0,2020-12-05 00:00:00+00:00,2016-10-10 00:00:00+00:00,1517.0
33571,10643025,,,Medium,Adult,,Domestic Short Hair (short coat),Grey Tabby/white,,,,,,,False,,,,,,,0,0,2016-10-04 00:00:00+00:00,2016-08-09 00:00:00+00:00,56.0
33572,10643082,Male,,Medium,Adult,11 Years 2 Months,Domestic Short Hair (short coat),,,,Moderate,Moderate,False,True,False,True,,All,Has Basic Training,,Friendly,2,0,2016-12-02 00:00:00+00:00,2016-10-01 00:00:00+00:00,62.0
33574,10643150,Male,,Medium,Adult,12 Years 3 Months,Domestic Short Hair / Extra-Toes Cat (Hemingway Polydactyl) (short coat),,,,Moderate,Moderate,False,True,False,True,,All,Has Basic Training,,Cautious,6,0,2017-03-31 00:00:00+00:00,2016-10-01 00:00:00+00:00,181.0
33575,10643154,Male,,Medium,Adult,12 Years 3 Months,Domestic Short Hair / Extra-Toes Cat (Hemingway Polydactyl) (short coat),,,,Moderate,Moderate,False,True,False,True,,All,Has Basic Training,,Cautious,3,0,2017-05-26 00:00:00+00:00,2016-10-01 00:00:00+00:00,237.0
33576,10643155,Female,,Medium,Baby,6 Years 4 Months,Manx / Domestic Short Hair / Mixed (short coat),Black,,Moderate,Moderate,Moderate,False,True,False,True,,All,,,Friendly,3,0,2016-12-30 00:00:00+00:00,2016-11-08 00:00:00+00:00,52.0
33577,10643156,Male,,Medium,Adult,11 Years 8 Months,Domestic Short Hair (short coat),,,,Moderate,Moderate,False,True,False,True,,All,Has Basic Training,,,2,0,2016-12-02 00:00:00+00:00,2016-10-01 00:00:00+00:00,62.0
33579,10643159,Male,,Medium,Young,7 Years 2 Months,Domestic Medium Hair (medium coat),,,,Moderate,Moderate,False,True,False,True,,All,Has Basic Training,,Friendly,9,0,2017-02-26 00:00:00+00:00,2016-10-01 00:00:00+00:00,148.0
33580,10643162,Female,11.130000114440918,,Adult,10 Years 6 Months,Domestic Long Hair / Tiger (long coat),,,,,,False,True,True,True,True,,,,,4,0,2017-10-25 00:00:00+00:00,2017-10-25 00:00:00+00:00,0.0
33584,10643178,Female,5.079999923706055,Small,Adult,8 Years 2 Months,Russian Blue / Mixed,,,,,,,,,,,,,,,2,0,2016-11-25 00:00:00+00:00,2016-10-28 00:00:00+00:00,28.0
33587,10643183,Female,,Medium,Baby,6 Years 4 Months,Manx / Domestic Short Hair / Mixed (short coat),Black,,Moderate,Moderate,Moderate,False,True,False,True,,All,,,Friendly,2,0,2016-12-10 00:00:00+00:00,2016-11-08 00:00:00+00:00,32.0
33589,10643185,Female,2.200000047683716,Small,Baby,6 Years 3 Months,Russian Blue / Mixed,,,,,,,,,,,,,,,2,0,2016-11-02 00:00:00+00:00,2016-10-26 00:00:00+00:00,7.0
33590,10643189,Female,2.059999942779541,Small,Baby,6 Years 3 Months,Russian Blue / Mixed,,,,,,,,,,,,,,,1,0,2016-11-02 00:00:00+00:00,2016-10-26 00:00:00+00:00,7.0
33600,10643243,Male,4.0,Small,Young,6 Years 6 Months,Domestic Short Hair / Tabby / Mixed,,,,,,,,,,,,,,,3,0,2016-10-09 00:00:00+00:00,2016-10-09 00:00:00+00:00,0.0
33603,10643246,Female,4.0,Small,Young,6 Years 6 Months,Domestic Short Hair / Tuxedo / Mixed,,,,,,,,,,,,,,,3,0,2016-10-09 00:00:00+00:00,2016-10-09 00:00:00+00:00,0.0
33604,10643248,Male,2.200000047683716,Small,Baby,6 Years 4 Months,Domestic Short Hair / Mixed,,,,,,,,,,,,,,,2,0,2016-10-16 00:00:00+00:00,2016-10-16 00:00:00+00:00,0.0
33605,10643249,Male,2.400000095367432,Small,Baby,6 Years 4 Months,Domestic Short Hair / Tabby / Mixed,,,,,,,,,,,,,,,3,0,2016-11-09 00:00:00+00:00,2016-10-16 00:00:00+00:00,24.0
33606,10643253,Male,2.900000095367432,Small,Baby,6 Years 4 Months,Domestic Short Hair / Mixed,,,,,,,,,,,,,,,2,0,2016-10-16 00:00:00+00:00,2016-10-16 00:00:00+00:00,0.0
33607,10643255,Female,2.200000047683716,Small,Baby,6 Years 4 Months,Calico / Domestic Short Hair / Mixed,,,,,,,,,,,,,,,3,0,2016-10-16 00:00:00+00:00,2016-10-16 00:00:00+00:00,0.0
33608,10643257,Female,8.399999618530273,Medium,Adult,7 Years 8 Months,Calico / Domestic Short Hair / Mixed,,,,,,,,,,,,,,,1,0,2016-10-16 00:00:00+00:00,2016-10-16 00:00:00+00:00,0.0
33609,10643259,Female,3.0999999046325684,Medium,Baby,6 Years 4 Months,Calico / Domestic Short Hair / Mixed,,,,,,,,,,,,,,,3,0,2016-10-16 00:00:00+00:00,2016-10-16 00:00:00+00:00,0.0
33610,10643262,Male,3.299999952316284,Medium,Baby,6 Years 4 Months,Domestic Short Hair / Mixed,,,,,,,,,,,,,,,4,0,2016-10-16 00:00:00+00:00,2016-10-16 00:00:00+00:00,0.0
33611,10643266,Male,3.5,Medium,Baby,6 Years 4 Months,Domestic Short Hair / Mixed,,,,,,,,,,,,,,,4,0,2016-10-16 00:00:00+00:00,2016-10-16 00:00:00+00:00,0.0
33612,10643271,Female,3.299999952316284,Medium,Baby,6 Years 4 Months,Domestic Short Hair / Mixed,,,,,,,,,,,,,,,4,0,2016-10-16 00:00:00+00:00,2016-10-16 00:00:00+00:00,0.0
33614,10643276,Male,4.0,Medium,Baby,6 Years 4 Months,Domestic Short Hair / Tabby / Mixed,,,,,,,,,,,,,,,2,0,2016-10-15 00:00:00+00:00,2016-10-14 00:00:00+00:00,1.0
33641,10643697,Female,,Small,Baby,6 Years 3 Months,Domestic Long Hair / Calico / Mixed,,,,,,False,,,True,,All,,,,5,0,2016-12-18 00:00:00+00:00,2016-10-09 00:00:00+00:00,70.0
33642,10643701,Female,,Small,Baby,6 Years 4 Months,Domestic Long Hair / Mixed,,,,,,,,,,,,,,,0,0,2016-12-11 00:00:00+00:00,2016-10-09 00:00:00+00:00,63.0
33658,10644135,Male,,,Baby,7 Years 4 Months,Domestic Medium Hair (medium coat),,,Moderate,Moderate,,False,True,False,True,,All,,,Friendly,2,0,2016-11-11 00:00:00+00:00,2016-10-25 00:00:00+00:00,17.0
33670,10644500,Male,5.0,Small,Baby,9 Years,Domestic Short Hair / Mixed,,Quiet,,Moderate,Moderate,False,True,False,True,True,All,,,Friendly,1,0,2016-10-15 00:00:00+00:00,2016-10-12 00:00:00+00:00,3.0
33671,10644501,Male,5.0,Small,Baby,9 Years,Domestic Short Hair / Mixed,,Quiet,,Moderate,Moderate,False,True,False,True,True,All,,,Friendly,1,0,2016-10-15 00:00:00+00:00,2016-10-12 00:00:00+00:00,3.0
33672,10644502,Male,5.0,Small,Baby,9 Years,Domestic Short Hair / Mixed,,Quiet,,Moderate,Moderate,False,True,False,True,True,All,,,Friendly,1,0,2016-10-21 00:00:00+00:00,2016-10-12 00:00:00+00:00,9.0
33673,10644516,Female,3.0,Medium,Baby,8 Years 11 Months,Domestic Short Hair / Mixed,,,,Moderate,,False,True,False,True,True,All,,,Friendly,1,0,2016-10-15 00:00:00+00:00,2016-10-05 00:00:00+00:00,10.0
33674,10644526,Female,3.0,Medium,Baby,8 Years 11 Months,Siamese / Mixed,,,,,,False,True,False,True,True,All,,,Friendly,2,0,2016-10-08 00:00:00+00:00,2016-10-05 00:00:00+00:00,3.0
33676,10644556,Female,2.5,Medium,Baby,8 Years 10 Months,Domestic Short Hair / Mixed,,,,,,False,True,False,True,True,All,,,Friendly,3,0,2016-10-11 00:00:00+00:00,2016-10-05 00:00:00+00:00,6.0
33677,10644560,Female,2.5,Medium,Baby,8 Years 10 Months,Domestic Short Hair / Mixed,,,,,,False,True,False,True,True,All,,,Friendly,6,0,2016-11-06 00:00:00+00:00,2016-10-05 00:00:00+00:00,32.0
33680,10644567,Female,2.5,Medium,Baby,8 Years 10 Months,Domestic Short Hair / Mixed,,,,,,False,True,False,True,True,All,,,Friendly,4,0,2016-11-11 00:00:00+00:00,2016-10-05 00:00:00+00:00,37.0
33686,10644582,Female,2.5,Medium,Baby,8 Years 10 Months,Domestic Short Hair / Mixed,,,,,,False,True,False,True,True,All,,,Friendly,2,0,2016-10-11 00:00:00+00:00,2016-10-05 00:00:00+00:00,6.0
33687,10644585,Female,4.0,Medium,Baby,9 Years 1 Month,Domestic Short Hair / Mixed,,,,,,False,True,False,True,True,All,,,Friendly,3,0,2016-11-19 00:00:00+00:00,2016-10-05 00:00:00+00:00,45.0
33691,10644723,Male,,Small,Baby,7 Years 10 Months,Domestic Medium Hair (medium coat),Tabby and White,,,,,False,True,False,True,,,,,,3,0,2016-10-12 00:00:00+00:00,2016-10-05 00:00:00+00:00,7.0
33695,10644902,Male,,Small,Baby,7 Years 10 Months,Domestic Long Hair (long coat),,,,,,False,True,False,True,,,,,,4,0,2016-10-08 00:00:00+00:00,2016-10-05 00:00:00+00:00,3.0
33698,10644919,Male,,Small,Baby,7 Years 10 Months,Domestic Long Hair (long coat),,,,,,False,True,False,True,True,,,,,4,0,2016-10-12 00:00:00+00:00,2016-10-05 00:00:00+00:00,7.0
33711,10644981,Female,4.0,Small,Baby,6 Years 6 Months,Domestic Short Hair / Mixed (short coat),w/pure blue eyes,,,,,False,True,False,True,True,,,,,2,0,2016-10-16 00:00:00+00:00,2016-10-05 00:00:00+00:00,11.0
33713,10645254,Female,,Small,Baby,7 Years 10 Months,Domestic Short Hair (short coat),,,,,,False,True,False,True,True,,,,,2,0,2016-10-12 00:00:00+00:00,2016-10-05 00:00:00+00:00,7.0
33767,10646300,Male,,Medium,Young,,Domestic Short Hair (short coat),,,,,,,,False,True,,,,,Friendly,4,0,2016-11-04 00:00:00+00:00,2016-10-12 00:00:00+00:00,23.0
33798,10646939,Female,5.0,,Baby,6 Years 5 Months,Domestic Short Hair (short coat),Silver,,,,,False,True,False,True,,,,,,3,0,2016-12-03 00:00:00+00:00,2016-10-06 00:00:00+00:00,58.0
33836,10648043,Female,,Small,Baby,8 Years 1 Month,Domestic Short Hair / Domestic Short Hair (short coat),,,,,,False,True,False,True,True,,,,,3,0,2016-11-25 00:00:00+00:00,2016-11-11 00:00:00+00:00,14.0
33878,10649404,Female,,,Adult,8 Years 9 Months,Tortoiseshell (short coat),Tortie,,,,,False,True,,True,,,,,,4,0,2016-10-17 00:00:00+00:00,2016-10-07 00:00:00+00:00,10.0
33936,10650244,Female,7.5,Large,Adult,9 Years 5 Months,Domestic Short Hair / Mixed (short coat),,Lots,,Moderate,Not Required,False,,False,True,True,All,,,Friendly,1,0,2016-12-31 00:00:00+00:00,2016-10-14 00:00:00+00:00,78.0
33964,10651044,Male,10.800000190734863,Medium,Senior,16 Years 2 Months,Domestic Medium Hair (medium coat),grey and white,,,,,False,True,False,,,,,,Friendly,1,0,2017-01-05 00:00:00+00:00,2016-10-07 00:00:00+00:00,90.0
33981,10651170,Male,,Medium,Adult,,Domestic Short Hair (short coat),buff tabby with white,,,,,,,,,,,,,,0,0,2016-10-24 00:00:00+00:00,2016-10-05 00:00:00+00:00,19.0
33984,10651456,Male,,Large,Adult,9 Years 7 Months,Domestic Short Hair (short coat),tabby with white,,,,,,,,,,,,,,1,0,2016-11-05 00:00:00+00:00,2016-10-07 00:00:00+00:00,29.0
33987,10651560,Male,,Small,Baby,8 Years 2 Months,Domestic Short Hair (short coat),with white,,,,,False,True,False,True,True,,,,,5,0,2016-12-03 00:00:00+00:00,2016-11-11 00:00:00+00:00,22.0
34012,10651994,Female,2.0,Medium,Baby,8 Years 9 Months,Domestic Long Hair / Mixed,,,,,,False,True,False,True,True,All,,,Friendly,6,0,2016-11-05 00:00:00+00:00,2016-11-04 00:00:00+00:00,1.0
34014,10652054,Male,2.0,Medium,Baby,8 Years 9 Months,Domestic Medium Hair / Mixed,,,,,,False,True,False,True,True,All,,,Friendly,6,1,2016-11-12 00:00:00+00:00,2016-11-04 00:00:00+00:00,8.0
34019,10652099,,2.0,Small,Baby,6 Years 3 Months,Tabby / Domestic Short Hair / Mixed (short coat),silver with white,,,,,False,True,False,True,True,,,,,2,0,2016-10-14 00:00:00+00:00,2016-10-07 00:00:00+00:00,7.0
34032,10652371,Female,12.0,,Adult,13 Years 2 Months,Domestic Long Hair (long coat),,,,,,False,True,False,True,True,,,,,2,0,2016-10-22 00:00:00+00:00,2016-10-21 00:00:00+00:00,1.0
34036,10652384,Female,,,,7 Years 2 Months,Domestic Short Hair / Tabby (short coat),,,,,,False,True,False,True,True,,,,,8,0,2017-02-11 00:00:00+00:00,2016-10-07 00:00:00+00:00,127.0
34057,10653233,Female,,Medium,Adult,,Domestic Short Hair (short coat),tabby with white,,,,,,,,,,,,,,1,0,2016-11-08 00:00:00+00:00,2016-10-07 00:00:00+00:00,32.0
34058,10653254,Female,,Medium,Young,9 Years,Domestic Short Hair (short coat),dark gray,,,,,False,True,,True,,,,,,6,0,2017-02-25 00:00:00+00:00,2016-10-19 00:00:00+00:00,129.0
34059,10653263,Male,,Medium,Young,9 Years 6 Months,Domestic Long Hair (long coat),,,,,,False,True,,True,,,,,,10,0,2017-02-25 00:00:00+00:00,2016-10-19 00:00:00+00:00,129.0
34062,10653290,Male,,Medium,Young,,Domestic Long Hair (long coat),,,,,,,,,,,,,,,0,0,2016-10-15 00:00:00+00:00,2016-10-06 00:00:00+00:00,9.0
34063,10653339,Male,,,Young,8 Years 11 Months,Domestic Short Hair (short coat),,,Moderate,Moderate,,,True,False,,True,All,,Species,Friendly,1,0,2017-02-25 00:00:00+00:00,2016-10-28 00:00:00+00:00,120.0
34064,10653340,Female,,,Young,8 Years 11 Months,Domestic Short Hair (short coat),,,Moderate,Moderate,,False,,False,,True,All,,Species,Friendly,1,0,2016-11-26 00:00:00+00:00,2016-10-28 00:00:00+00:00,29.0
34065,10653341,Male,,,Young,8 Years 11 Months,Domestic Short Hair (short coat),,,Moderate,Moderate,,False,True,False,,True,All,,Species,Friendly,2,0,2017-02-25 00:00:00+00:00,2016-10-28 00:00:00+00:00,120.0
34066,10653342,Female,,,Young,8 Years 11 Months,Domestic Short Hair (short coat),White ear tufts,,Moderate,Moderate,,False,True,False,,True,All,,Species,Friendly,1,0,2017-02-25 00:00:00+00:00,2016-10-28 00:00:00+00:00,120.0
34074,10653682,Male,,Medium,Adult,8 Years 2 Months,Domestic Short Hair (short coat),brown/blk tbby w white,,,,,False,,,True,True,,,,,2,0,2017-02-11 00:00:00+00:00,2016-10-08 00:00:00+00:00,126.0
34102,10654169,Male,,,,11 Years 5 Months,Siamese / Mixed (short coat),Lynx Point,,,,,False,True,True,True,False,,,,,3,0,2017-02-08 00:00:00+00:00,2016-10-08 00:00:00+00:00,123.0
34103,10654217,Female,,Small,Baby,6 Years 3 Months,Siamese,,,,,,False,,,True,True,,,,,1,0,2016-10-29 00:00:00+00:00,2016-10-27 00:00:00+00:00,2.0
34105,10654231,Male,,,,7 Years,Domestic Short Hair / Mixed (short coat),,,,,,False,True,,True,True,,,,,1,0,2016-10-08 00:00:00+00:00,2016-10-08 00:00:00+00:00,0.0
34107,10654252,Female,,Small,Baby,6 Years 3 Months,Siamese,,,,,,False,,,True,True,,,,,1,0,2016-10-29 00:00:00+00:00,2016-10-27 00:00:00+00:00,2.0
34108,10654289,Female,,Small,Young,10 Years,Maine Coon / Mixed (long coat),,,Moderate,,,False,True,False,True,True,All,Well Trained,,Friendly,1,0,2016-11-12 00:00:00+00:00,2016-10-08 00:00:00+00:00,35.0
34123,10654784,Male,,Medium,Baby,6 Years 6 Months,Maine Coon / Mixed (medium coat),some white,,Moderate,Moderate,Moderate,False,True,False,True,True,All,Well Trained,,Friendly,2,0,2016-11-21 00:00:00+00:00,2016-10-08 00:00:00+00:00,44.0
34135,10655245,Female,3.0,Medium,Baby,6 Years 4 Months,Domestic Short Hair / Mixed (short coat),,,,,,False,True,False,True,,,,,,1,0,2016-10-28 00:00:00+00:00,2016-10-24 00:00:00+00:00,4.0
34136,10655247,Female,3.0,Medium,Baby,6 Years 4 Months,Domestic Short Hair / Tortoiseshell / Mixed (short coat),,,,,,False,True,False,True,,,,,,1,0,2016-10-28 00:00:00+00:00,2016-10-24 00:00:00+00:00,4.0
34137,10655248,Male,3.0,Medium,Baby,6 Years 4 Months,Domestic Short Hair / Mixed (short coat),,,,,,False,True,False,True,,,,,,1,0,2016-11-08 00:00:00+00:00,2016-10-24 00:00:00+00:00,15.0
34152,10655504,Female,,,,14 Years 2 Months,Domestic Short Hair,Black with a little white,,,,,False,True,False,True,,,,,,0,0,2016-10-08 00:00:00+00:00,2016-10-04 00:00:00+00:00,4.0
34156,10655519,Male,,,Senior,15 Years 1 Month,Domestic Short Hair,White with blue eyes,,,,,False,True,False,True,,,,,Friendly,0,0,2016-10-08 00:00:00+00:00,2016-10-06 00:00:00+00:00,2.0
34173,10655892,Male,3.0,Medium,Baby,6 Years 5 Months,Domestic Short Hair / Mixed (short coat),,,,,,False,True,False,True,True,,,,,1,0,2016-12-27 00:00:00+00:00,2016-10-20 00:00:00+00:00,68.0
34181,10655944,Male,,,Baby,6 Years 3 Months,Domestic Short Hair (short coat),Powder gray tabby w/white,,,,,False,,False,True,True,,,,,5,0,2016-12-28 00:00:00+00:00,2016-11-24 00:00:00+00:00,34.0
34246,10657170,Male,,,Baby,6 Years 3 Months,Domestic Short Hair (short coat),,,,,,False,True,False,True,,,,,,1,0,2016-10-15 00:00:00+00:00,2016-10-15 00:00:00+00:00,0.0
34247,10657175,Male,,,Baby,6 Years 3 Months,Domestic Short Hair (short coat),,,,,,False,True,False,True,,,,,,1,0,2016-10-22 00:00:00+00:00,2016-10-15 00:00:00+00:00,7.0
34248,10657177,Male,,,Baby,6 Years 3 Months,Domestic Short Hair (short coat),,,,,,False,True,False,True,,,,,,1,0,2016-10-22 00:00:00+00:00,2016-10-15 00:00:00+00:00,7.0
34261,10657386,Male,,Small,Baby,,Tuxedo (short coat),,,,,,,,,True,True,,,,,1,0,2016-10-21 00:00:00+00:00,2016-10-09 00:00:00+00:00,12.0
34275,10657733,Female,,,,15 Years 9 Months,Domestic Short Hair,,,,,,False,True,True,True,True,,,,,4,0,2016-10-22 00:00:00+00:00,2016-10-09 00:00:00+00:00,13.0
34285,10657893,Female,2.0,Medium,Baby,9 Years 7 Months,Calico (short coat),,,,,,False,True,False,,,,,,Friendly,2,0,2016-10-22 00:00:00+00:00,2016-10-10 00:00:00+00:00,12.0
34286,10657899,Female,2.0,Medium,Baby,9 Years 7 Months,Calico (short coat),,,,,,False,True,False,,,,,,Friendly,1,0,2016-10-22 00:00:00+00:00,2016-10-10 00:00:00+00:00,12.0
34288,10657920,Female,,Medium,Baby,9 Years 6 Months,Domestic Short Hair / Mixed (short coat),,,,,,,True,,,,,,,Cautious,1,0,2016-11-04 00:00:00+00:00,2016-10-17 00:00:00+00:00,18.0
34290,10657929,Male,2.0,Medium,Baby,9 Years 7 Months,Domestic Short Hair / Mixed (short coat),white spot on chest,,,,,,True,,,,,,,,1,0,2016-11-05 00:00:00+00:00,2016-10-10 00:00:00+00:00,26.0
34389,10659328,Male,,Medium,Adult,7 Years 9 Months,Domestic Medium Hair / Tabby / Mixed (short coat),,,,,,False,True,False,True,,All,,,Friendly,5,0,2016-12-27 00:00:00+00:00,2016-10-07 00:00:00+00:00,81.0
34395,10659366,Female,,,Baby,7 Years 9 Months,Domestic Short Hair / Tabby (short coat),,,,Moderate,,False,True,False,True,True,All,,,,6,0,2016-12-27 00:00:00+00:00,2016-10-07 00:00:00+00:00,81.0
34402,10659392,Female,,,,9 Years 6 Months,Domestic Medium Hair / Tabby / Mixed,,,,,,,,,,True,All,,Species,,1,0,2017-01-07 00:00:00+00:00,2016-10-23 00:00:00+00:00,76.0
34403,10659394,Female,,Medium,Adult,8 Years 5 Months,Tabby / Domestic Short Hair (short coat),,Some,,Moderate,,False,True,False,True,,All,,,Friendly,6,0,2016-12-27 00:00:00+00:00,2016-10-07 00:00:00+00:00,81.0
34444,10660542,Male,,Medium,Adult,12 Years 8 Months,Siamese (medium coat),Seal Point,,,,,False,True,False,True,False,,,,,7,0,2016-12-13 00:00:00+00:00,2016-10-10 00:00:00+00:00,64.0
34445,10660549,Female,,Small,Adult,12 Years 8 Months,Siamese (short coat),Seal Point,,,,,False,True,False,True,False,,,,,5,0,2016-12-13 00:00:00+00:00,2016-10-08 00:00:00+00:00,66.0
34473,10660884,Male,3.0,Small,Baby,9 Years 6 Months,Domestic Short Hair / Tabby / Mixed (short coat),buff,,,,,False,True,False,True,True,,,,,6,1,2016-11-10 00:00:00+00:00,2016-10-10 00:00:00+00:00,31.0
34474,10660887,Male,2.0,Small,Baby,9 Years 4 Months,Domestic Short Hair / Tabby / Mixed (short coat),,,,,,False,True,False,True,True,,,,,4,1,2016-11-10 00:00:00+00:00,2016-10-10 00:00:00+00:00,31.0
34478,10660916,Male,2.0,Small,Baby,9 Years 4 Months,Domestic Short Hair / Tabby / Mixed (short coat),white and brown tabby,,,,,False,True,False,True,True,,,,,4,1,2016-11-10 00:00:00+00:00,2016-10-10 00:00:00+00:00,31.0
34479,10660918,Male,2.0,Small,Baby,9 Years 4 Months,Domestic Short Hair / Tuxedo / Mixed (short coat),,,,,,False,True,False,True,True,,,,,4,1,2016-11-10 00:00:00+00:00,2016-10-10 00:00:00+00:00,31.0
34483,10660924,Male,3.0,Small,Baby,9 Years 5 Months,Domestic Short Hair / Tabby / Mixed (short coat),brown and white tabby,,,,,False,True,False,True,True,,,,,4,1,2016-11-10 00:00:00+00:00,2016-10-10 00:00:00+00:00,31.0
34484,10660925,Male,3.0,Small,Baby,9 Years 5 Months,Domestic Medium Hair / Mixed (medium coat),,,,,,False,True,False,True,True,,,,,4,1,2016-10-19 00:00:00+00:00,2016-10-10 00:00:00+00:00,9.0
34522,10661430,Female,9.600000381469728,Medium,Young,3 Years 1 Month,Domestic Short Hair / Mixed (short coat),,,Moderate,High,Low,False,True,False,,,All,,,Friendly,4,0,2023-11-12 00:00:00+00:00,2023-10-09 00:00:00+00:00,34.0
34532,10661751,Female,,,Baby,7 Years 10 Months,Tabby,,,Moderate,,,True,True,False,,,,,,,2,0,2016-10-15 00:00:00+00:00,2016-10-11 00:00:00+00:00,4.0
34534,10661763,Female,,Medium,Young,6 Years 7 Months,Domestic Short Hair (short coat),,,,,,,,,,,,,,,1,0,2016-12-03 00:00:00+00:00,2016-10-04 00:00:00+00:00,60.0
34542,10661822,Female,,,Senior,20 Years 1 Month,Siamese / Mixed (short coat),tan/choc/cream,,,,,,,,True,,,,,,1,0,2016-11-05 00:00:00+00:00,2016-10-04 00:00:00+00:00,32.0
34545,10661881,Male,,,Adult,10 Years 8 Months,Tuxedo / Domestic Short Hair,Tuxedo,,Moderate,,,False,,False,,,,,,Friendly,2,0,2016-11-06 00:00:00+00:00,2016-10-11 00:00:00+00:00,26.0
34547,10661966,Female,,Medium,Adult,11 Years 1 Month,Domestic Short Hair / Tabby (short coat),,Quiet,,Moderate,Not Required,False,True,False,True,,All,,Breed,Friendly,3,0,2017-03-11 00:00:00+00:00,2016-10-16 00:00:00+00:00,146.0
34549,10662014,Female,,Medium,Baby,6 Years 6 Months,Domestic Short Hair / Calico / Mixed (short coat),Dilute calico,,Moderate,Moderate,Moderate,False,True,False,True,,All,,,Friendly,4,0,2016-10-30 00:00:00+00:00,2016-10-11 00:00:00+00:00,19.0
34552,10662127,Female,,,Adult,9 Years 9 Months,Domestic Short Hair,"grey chin, white bib",,Moderate,,,False,True,False,,True,All,,,,2,0,2016-11-12 00:00:00+00:00,2016-10-11 00:00:00+00:00,32.0
34557,10662230,Male,,Medium,Baby,9 Years 3 Months,Domestic Short Hair / Mixed (short coat),Black and white,,Moderate,Moderate,Moderate,False,True,False,True,,All,,,Friendly,1,0,2016-12-30 00:00:00+00:00,2016-10-11 00:00:00+00:00,80.0
34560,10662237,Female,,Medium,Baby,9 Years 3 Months,Domestic Short Hair / Tortoiseshell / Mixed (short coat),Tortoiseshell,,Moderate,Moderate,Moderate,False,True,False,True,,All,,,Friendly,5,0,2016-12-23 00:00:00+00:00,2016-10-11 00:00:00+00:00,73.0
34566,10662365,Male,,Medium,Baby,6 Years 4 Months,Domestic Short Hair / Tabby / Mixed (short coat),,,Moderate,Moderate,Low,False,True,False,True,True,All,,,Friendly,1,0,2016-11-18 00:00:00+00:00,2016-10-10 00:00:00+00:00,39.0
